EPOCH: 256
Training: [256 / 0], d_loss: -368.087097, g_loss: 183.823563, elapsed time: 40.606094 seconds
EPOCH: 644
Training: [644 / 0], d_loss: -361.161133, g_loss: 186.479507, elapsed time: 34.346464 seconds
Training: [644 / 1], d_loss: -357.695160, g_loss: 182.693817, elapsed time: 34.147214 seconds
Training: [644 / 2], d_loss: -339.247253, g_loss: 184.064682, elapsed time: 34.450106 seconds
Training: [644 / 3], d_loss: -348.315308, g_loss: 182.399323, elapsed time: 34.035570 seconds
Training: [644 / 4], d_loss: -51.541397, g_loss: 65.302223, elapsed time: 34.148441 seconds
Training: [644 / 5], d_loss: -179.693054, g_loss: 164.162323, elapsed time: 34.284287 seconds
Training: [644 / 6], d_loss: -255.378464, g_loss: 164.083466, elapsed time: 34.191821 seconds
Training: [644 / 7], d_loss: -168.522934, g_loss: 162.982895, elapsed time: 34.142377 seconds
Training: [644 / 8], d_loss: -349.015594, g_loss: 179.732895, elapsed time: 34.384859 seconds
Training: [644 / 9], d_loss: -345.278534, g_loss: 180.916809, elapsed time: 34.607022 seconds
Training: [644 / 10], d_loss: -345.586365, g_loss: 180.840820, elapsed time: 34.299204 seconds
Training: [644 / 11], d_loss: -343.896545, g_loss: 168.993240, elapsed time: 34.505407 seconds
Training: [644 / 12], d_loss: -171.936020, g_loss: 159.437195, elapsed time: 34.288038 seconds
Training: [644 / 13], d_loss: -225.508408, g_loss: 135.928680, elapsed time: 34.199461 seconds
EPOCH: 645
Training: [645 / 0], d_loss: -220.209961, g_loss: 77.772568, elapsed time: 34.425407 seconds
Training: [645 / 1], d_loss: -306.021881, g_loss: 179.385376, elapsed time: 34.154927 seconds
Training: [645 / 2], d_loss: -356.878235, g_loss: 184.546814, elapsed time: 34.167173 seconds
Training: [645 / 3], d_loss: -346.579041, g_loss: 178.516357, elapsed time: 34.371830 seconds
Training: [645 / 4], d_loss: -344.396484, g_loss: 172.326752, elapsed time: 34.139155 seconds
Training: [645 / 5], d_loss: -291.719910, g_loss: 173.684967, elapsed time: 34.272430 seconds
Training: [645 / 6], d_loss: -267.620239, g_loss: 10.668731, elapsed time: 34.117810 seconds
Training: [645 / 7], d_loss: -346.108032, g_loss: 183.540497, elapsed time: 34.054746 seconds
Training: [645 / 8], d_loss: -347.219025, g_loss: 173.937073, elapsed time: 34.136856 seconds
Training: [645 / 9], d_loss: -274.034424, g_loss: 178.048691, elapsed time: 34.634150 seconds
Training: [645 / 10], d_loss: -353.300385, g_loss: 179.362289, elapsed time: 34.471001 seconds
Training: [645 / 11], d_loss: -324.902374, g_loss: 182.776886, elapsed time: 34.400720 seconds
Training: [645 / 12], d_loss: -246.946487, g_loss: 115.012039, elapsed time: 34.472828 seconds
Training: [645 / 13], d_loss: -288.450043, g_loss: 166.464172, elapsed time: 34.332607 seconds
EPOCH: 646
Training: [646 / 0], d_loss: -341.838531, g_loss: 183.106384, elapsed time: 34.412550 seconds
Training: [646 / 1], d_loss: -346.509949, g_loss: 177.270508, elapsed time: 34.487011 seconds
Training: [646 / 2], d_loss: -332.474182, g_loss: 162.196838, elapsed time: 34.269022 seconds
Training: [646 / 3], d_loss: -150.710526, g_loss: 176.066406, elapsed time: 34.380639 seconds
Training: [646 / 4], d_loss: -329.672058, g_loss: 162.084549, elapsed time: 34.311560 seconds
Training: [646 / 5], d_loss: -344.314972, g_loss: 181.258728, elapsed time: 34.180347 seconds
Training: [646 / 6], d_loss: -338.241455, g_loss: 175.459167, elapsed time: 34.012188 seconds
Training: [646 / 7], d_loss: -336.924866, g_loss: 177.097351, elapsed time: 34.088388 seconds
Training: [646 / 8], d_loss: -343.624237, g_loss: 179.166199, elapsed time: 34.147350 seconds
Training: [646 / 9], d_loss: -321.125610, g_loss: 158.538452, elapsed time: 34.142551 seconds
Training: [646 / 10], d_loss: -79.653671, g_loss: -8.417220, elapsed time: 34.144712 seconds
Training: [646 / 11], d_loss: -134.665100, g_loss: 153.392822, elapsed time: 34.067667 seconds
Training: [646 / 12], d_loss: -356.205139, g_loss: 183.817886, elapsed time: 34.200769 seconds
Training: [646 / 13], d_loss: -332.559875, g_loss: 178.479248, elapsed time: 34.199178 seconds
EPOCH: 647
Training: [647 / 0], d_loss: -343.692261, g_loss: 176.188995, elapsed time: 34.342524 seconds
Training: [647 / 1], d_loss: -337.191864, g_loss: 181.431488, elapsed time: 34.242160 seconds
Training: [647 / 2], d_loss: -292.974365, g_loss: 1.916797, elapsed time: 34.079446 seconds
Training: [647 / 3], d_loss: -257.039795, g_loss: 35.504482, elapsed time: 34.047503 seconds
Training: [647 / 4], d_loss: -216.004944, g_loss: 177.639114, elapsed time: 34.071210 seconds
Training: [647 / 5], d_loss: -323.458008, g_loss: 169.405029, elapsed time: 34.128820 seconds
Training: [647 / 6], d_loss: -357.277954, g_loss: 185.414597, elapsed time: 33.989173 seconds
Training: [647 / 7], d_loss: -352.664276, g_loss: 181.788818, elapsed time: 34.037724 seconds
Training: [647 / 8], d_loss: -350.883179, g_loss: 178.194046, elapsed time: 34.224488 seconds
Training: [647 / 9], d_loss: -348.460754, g_loss: 176.879578, elapsed time: 34.084712 seconds
Training: [647 / 10], d_loss: -149.265579, g_loss: 157.808884, elapsed time: 34.102495 seconds
Training: [647 / 11], d_loss: -135.001663, g_loss: 89.644547, elapsed time: 34.111570 seconds
Training: [647 / 12], d_loss: -307.417755, g_loss: 181.347565, elapsed time: 33.925897 seconds
Training: [647 / 13], d_loss: -350.474243, g_loss: 178.951630, elapsed time: 34.007735 seconds
EPOCH: 648
Training: [648 / 0], d_loss: -341.273285, g_loss: 182.132126, elapsed time: 34.064917 seconds
Training: [648 / 1], d_loss: -351.399780, g_loss: 182.478821, elapsed time: 34.400222 seconds
Training: [648 / 2], d_loss: -338.552002, g_loss: 161.475952, elapsed time: 34.263191 seconds
Training: [648 / 3], d_loss: -196.810013, g_loss: 176.373215, elapsed time: 34.244540 seconds
Training: [648 / 4], d_loss: -330.484863, g_loss: 175.520111, elapsed time: 34.229024 seconds
Training: [648 / 5], d_loss: -332.392853, g_loss: 179.413696, elapsed time: 34.300922 seconds
Training: [648 / 6], d_loss: -348.437469, g_loss: 176.446381, elapsed time: 34.305337 seconds
Training: [648 / 7], d_loss: -344.253662, g_loss: 180.186401, elapsed time: 34.110697 seconds
Training: [648 / 8], d_loss: -321.204956, g_loss: 174.352539, elapsed time: 34.210216 seconds
Training: [648 / 9], d_loss: -202.513428, g_loss: 150.811707, elapsed time: 34.278953 seconds
Training: [648 / 10], d_loss: -184.004395, g_loss: 125.634346, elapsed time: 34.359574 seconds
Training: [648 / 11], d_loss: -189.826736, g_loss: 59.725929, elapsed time: 34.149865 seconds
Training: [648 / 12], d_loss: -291.223816, g_loss: 181.543015, elapsed time: 34.452065 seconds
Training: [648 / 13], d_loss: -359.765778, g_loss: 186.003998, elapsed time: 34.216913 seconds
EPOCH: 649
Training: [649 / 0], d_loss: -352.377563, g_loss: 181.085556, elapsed time: 34.193202 seconds
Training: [649 / 1], d_loss: -341.345001, g_loss: 162.087494, elapsed time: 34.333800 seconds
Training: [649 / 2], d_loss: -111.350037, g_loss: 152.842010, elapsed time: 34.373142 seconds
Training: [649 / 3], d_loss: -236.951248, g_loss: 178.305634, elapsed time: 34.245461 seconds
Training: [649 / 4], d_loss: -349.205841, g_loss: 184.999969, elapsed time: 34.164900 seconds
Training: [649 / 5], d_loss: -350.285126, g_loss: 179.996979, elapsed time: 34.202810 seconds
Training: [649 / 6], d_loss: -336.991119, g_loss: 161.390717, elapsed time: 34.140076 seconds
Training: [649 / 7], d_loss: -188.132126, g_loss: 72.831558, elapsed time: 34.079542 seconds
Training: [649 / 8], d_loss: -324.413635, g_loss: 181.461548, elapsed time: 34.185603 seconds
Training: [649 / 9], d_loss: -355.014648, g_loss: 183.868271, elapsed time: 34.330031 seconds
Training: [649 / 10], d_loss: -351.471863, g_loss: 181.895477, elapsed time: 34.185290 seconds
Training: [649 / 11], d_loss: -191.334167, g_loss: 178.464508, elapsed time: 34.294116 seconds
Training: [649 / 12], d_loss: -149.954987, g_loss: 147.378723, elapsed time: 34.317289 seconds
Training: [649 / 13], d_loss: -345.162476, g_loss: 183.959015, elapsed time: 34.277595 seconds
EPOCH: 650
Training: [650 / 0], d_loss: -338.124939, g_loss: 172.214325, elapsed time: 34.339877 seconds
Training: [650 / 1], d_loss: -200.187469, g_loss: 173.245178, elapsed time: 34.245043 seconds
Training: [650 / 2], d_loss: -271.096191, g_loss: 181.691010, elapsed time: 34.091332 seconds
Training: [650 / 3], d_loss: -313.452759, g_loss: 180.261475, elapsed time: 34.029325 seconds
Training: [650 / 4], d_loss: -350.023560, g_loss: 181.652206, elapsed time: 34.047604 seconds
Training: [650 / 5], d_loss: -352.341034, g_loss: 179.247803, elapsed time: 34.158041 seconds
Training: [650 / 6], d_loss: -342.902954, g_loss: 174.241608, elapsed time: 34.096875 seconds
Training: [650 / 7], d_loss: -344.048462, g_loss: 174.559372, elapsed time: 34.098892 seconds
Training: [650 / 8], d_loss: -299.513062, g_loss: 178.628540, elapsed time: 34.271409 seconds
Training: [650 / 9], d_loss: -243.323761, g_loss: 177.685059, elapsed time: 34.289582 seconds
Training: [650 / 10], d_loss: -313.800446, g_loss: 168.326508, elapsed time: 34.138070 seconds
Training: [650 / 11], d_loss: -351.384949, g_loss: 178.288513, elapsed time: 34.305467 seconds
Training: [650 / 12], d_loss: -347.590698, g_loss: 180.330170, elapsed time: 34.195613 seconds
Training: [650 / 13], d_loss: -338.559143, g_loss: 164.758163, elapsed time: 34.585975 seconds
EPOCH: 651
Training: [651 / 0], d_loss: -136.647034, g_loss: 161.052460, elapsed time: 34.324963 seconds
Training: [651 / 1], d_loss: -46.887741, g_loss: 157.607559, elapsed time: 34.486625 seconds
Training: [651 / 2], d_loss: -91.946625, g_loss: 173.735992, elapsed time: 35.077555 seconds
Training: [651 / 3], d_loss: -237.795914, g_loss: -86.378098, elapsed time: 34.686304 seconds
Training: [651 / 4], d_loss: -352.907623, g_loss: 185.087524, elapsed time: 34.693343 seconds
Training: [651 / 5], d_loss: -344.623657, g_loss: 179.450989, elapsed time: 34.596249 seconds
Training: [651 / 6], d_loss: -346.370056, g_loss: 179.375305, elapsed time: 34.566552 seconds
Training: [651 / 7], d_loss: -344.012878, g_loss: 172.703766, elapsed time: 34.507890 seconds
Training: [651 / 8], d_loss: -261.316864, g_loss: 156.004150, elapsed time: 34.215718 seconds
Training: [651 / 9], d_loss: -314.175720, g_loss: 167.853058, elapsed time: 34.192485 seconds
Training: [651 / 10], d_loss: -298.019928, g_loss: 169.920471, elapsed time: 34.418325 seconds
Training: [651 / 11], d_loss: -331.885315, g_loss: 178.159729, elapsed time: 34.569354 seconds
Training: [651 / 12], d_loss: -350.452057, g_loss: 181.919632, elapsed time: 34.463873 seconds
Training: [651 / 13], d_loss: -349.228516, g_loss: 174.568970, elapsed time: 34.127956 seconds
EPOCH: 652
Training: [652 / 0], d_loss: -55.234436, g_loss: 159.228333, elapsed time: 34.459396 seconds
Training: [652 / 1], d_loss: -308.891296, g_loss: 143.000793, elapsed time: 34.592978 seconds
Training: [652 / 2], d_loss: -292.084564, g_loss: 102.053665, elapsed time: 34.309397 seconds
Training: [652 / 3], d_loss: -209.204224, g_loss: 132.388885, elapsed time: 34.440643 seconds
Training: [652 / 4], d_loss: -351.004456, g_loss: 182.787399, elapsed time: 34.498929 seconds
Training: [652 / 5], d_loss: -357.015869, g_loss: 182.502167, elapsed time: 34.536331 seconds
Training: [652 / 6], d_loss: -342.487915, g_loss: 171.724274, elapsed time: 34.412026 seconds
Training: [652 / 7], d_loss: -297.796387, g_loss: 161.044952, elapsed time: 34.215869 seconds
Training: [652 / 8], d_loss: -264.165497, g_loss: 175.368408, elapsed time: 34.130923 seconds
Training: [652 / 9], d_loss: -318.037781, g_loss: 164.800964, elapsed time: 34.240076 seconds
Training: [652 / 10], d_loss: -350.605560, g_loss: 182.352509, elapsed time: 34.146029 seconds
Training: [652 / 11], d_loss: -347.455475, g_loss: 176.281494, elapsed time: 34.056469 seconds
Training: [652 / 12], d_loss: -339.095123, g_loss: 179.182632, elapsed time: 34.097482 seconds
Training: [652 / 13], d_loss: -342.597961, g_loss: 169.058014, elapsed time: 34.278479 seconds
EPOCH: 653
Training: [653 / 0], d_loss: -239.428757, g_loss: 173.575012, elapsed time: 34.187629 seconds
Training: [653 / 1], d_loss: -320.688904, g_loss: 171.209442, elapsed time: 34.246360 seconds
Training: [653 / 2], d_loss: -230.050964, g_loss: 177.330856, elapsed time: 34.219435 seconds
Training: [653 / 3], d_loss: -341.756104, g_loss: 178.214905, elapsed time: 34.248752 seconds
Training: [653 / 4], d_loss: -355.162201, g_loss: 180.497101, elapsed time: 34.227974 seconds
Training: [653 / 5], d_loss: -343.436401, g_loss: 177.293686, elapsed time: 34.202317 seconds
Training: [653 / 6], d_loss: -338.143494, g_loss: 173.568085, elapsed time: 34.196072 seconds
Training: [653 / 7], d_loss: -336.012085, g_loss: 180.312210, elapsed time: 34.332358 seconds
Training: [653 / 8], d_loss: -265.189697, g_loss: -84.613663, elapsed time: 34.197964 seconds
Training: [653 / 9], d_loss: -298.998047, g_loss: 176.136780, elapsed time: 34.338904 seconds
Training: [653 / 10], d_loss: -336.582947, g_loss: 182.628296, elapsed time: 34.055408 seconds
Training: [653 / 11], d_loss: -357.671967, g_loss: 182.889755, elapsed time: 34.184264 seconds
Training: [653 / 12], d_loss: -251.332413, g_loss: 175.318512, elapsed time: 34.295069 seconds
Training: [653 / 13], d_loss: -260.033478, g_loss: 153.424744, elapsed time: 34.102424 seconds
EPOCH: 654
Training: [654 / 0], d_loss: -332.731567, g_loss: 182.398514, elapsed time: 34.155108 seconds
Training: [654 / 1], d_loss: -356.627625, g_loss: 185.163116, elapsed time: 34.664138 seconds
Training: [654 / 2], d_loss: -344.595764, g_loss: 173.447296, elapsed time: 34.520178 seconds
Training: [654 / 3], d_loss: -289.030212, g_loss: 178.660919, elapsed time: 34.117129 seconds
Training: [654 / 4], d_loss: -296.255585, g_loss: 35.612549, elapsed time: 34.256259 seconds
Training: [654 / 5], d_loss: -208.533386, g_loss: 168.730560, elapsed time: 34.129858 seconds
Training: [654 / 6], d_loss: -179.667816, g_loss: -11.082022, elapsed time: 34.137524 seconds
Training: [654 / 7], d_loss: -303.632904, g_loss: 180.739258, elapsed time: 34.169483 seconds
Training: [654 / 8], d_loss: -360.587891, g_loss: 187.258942, elapsed time: 34.106221 seconds
Training: [654 / 9], d_loss: -358.429810, g_loss: 181.386246, elapsed time: 34.075921 seconds
Training: [654 / 10], d_loss: -359.494171, g_loss: 183.508484, elapsed time: 34.245588 seconds
Training: [654 / 11], d_loss: -299.963196, g_loss: 163.048553, elapsed time: 34.105705 seconds
Training: [654 / 12], d_loss: -165.853699, g_loss: 174.172180, elapsed time: 34.146382 seconds
Training: [654 / 13], d_loss: -156.804504, g_loss: 147.554962, elapsed time: 34.056505 seconds
EPOCH: 655
Training: [655 / 0], d_loss: -328.302643, g_loss: 173.271652, elapsed time: 34.082758 seconds
Training: [655 / 1], d_loss: -345.810425, g_loss: 183.024323, elapsed time: 34.168343 seconds
Training: [655 / 2], d_loss: -350.294739, g_loss: 180.061020, elapsed time: 34.105154 seconds
Training: [655 / 3], d_loss: -341.827362, g_loss: 174.404938, elapsed time: 34.243779 seconds
Training: [655 / 4], d_loss: -142.749283, g_loss: 166.063354, elapsed time: 34.099857 seconds
Training: [655 / 5], d_loss: -253.792252, g_loss: -60.467533, elapsed time: 34.121385 seconds
Training: [655 / 6], d_loss: -242.339355, g_loss: 93.311287, elapsed time: 34.206906 seconds
Training: [655 / 7], d_loss: -223.526184, g_loss: 176.331161, elapsed time: 34.128275 seconds
Training: [655 / 8], d_loss: -359.318054, g_loss: 186.824951, elapsed time: 34.541774 seconds
Training: [655 / 9], d_loss: -362.234070, g_loss: 185.434937, elapsed time: 34.264183 seconds
Training: [655 / 10], d_loss: -348.233124, g_loss: 180.937057, elapsed time: 34.509169 seconds
Training: [655 / 11], d_loss: -341.191986, g_loss: 181.754471, elapsed time: 34.591839 seconds
Training: [655 / 12], d_loss: -349.072784, g_loss: 181.556305, elapsed time: 34.241946 seconds
Training: [655 / 13], d_loss: -172.135468, g_loss: -36.422951, elapsed time: 34.313903 seconds
EPOCH: 656
Training: [656 / 0], d_loss: -197.821762, g_loss: 174.542389, elapsed time: 34.260302 seconds
Training: [656 / 1], d_loss: -321.485229, g_loss: 165.936203, elapsed time: 34.110780 seconds
Training: [656 / 2], d_loss: -274.973511, g_loss: 179.835663, elapsed time: 34.277100 seconds
Training: [656 / 3], d_loss: -356.961365, g_loss: 185.258652, elapsed time: 34.406348 seconds
Training: [656 / 4], d_loss: -347.749695, g_loss: 178.654907, elapsed time: 34.197353 seconds
Training: [656 / 5], d_loss: -345.196777, g_loss: 174.111084, elapsed time: 34.246737 seconds
Training: [656 / 6], d_loss: -339.063202, g_loss: 165.816147, elapsed time: 34.159646 seconds
Training: [656 / 7], d_loss: -127.374908, g_loss: -24.274498, elapsed time: 34.236958 seconds
Training: [656 / 8], d_loss: -260.467743, g_loss: 174.936737, elapsed time: 34.230456 seconds
Training: [656 / 9], d_loss: -167.849854, g_loss: -39.219120, elapsed time: 34.166199 seconds
Training: [656 / 10], d_loss: -321.765930, g_loss: 152.299469, elapsed time: 34.208983 seconds
Training: [656 / 11], d_loss: -76.359741, g_loss: 147.898636, elapsed time: 34.148767 seconds
Training: [656 / 12], d_loss: -299.294189, g_loss: 176.739700, elapsed time: 34.297235 seconds
Training: [656 / 13], d_loss: -278.652222, g_loss: 140.128799, elapsed time: 34.155524 seconds
EPOCH: 657
Training: [657 / 0], d_loss: -339.803802, g_loss: 180.074921, elapsed time: 34.208487 seconds
Training: [657 / 1], d_loss: -357.286987, g_loss: 184.301208, elapsed time: 34.231512 seconds
Training: [657 / 2], d_loss: -347.946136, g_loss: 179.737823, elapsed time: 34.246498 seconds
Training: [657 / 3], d_loss: -344.119476, g_loss: 181.017944, elapsed time: 34.167709 seconds
Training: [657 / 4], d_loss: -299.497253, g_loss: 118.779526, elapsed time: 34.345339 seconds
Training: [657 / 5], d_loss: -153.357941, g_loss: 110.886040, elapsed time: 34.387802 seconds
Training: [657 / 6], d_loss: -172.839935, g_loss: 174.195740, elapsed time: 34.340737 seconds
Training: [657 / 7], d_loss: -325.982849, g_loss: 175.565277, elapsed time: 34.440671 seconds
Training: [657 / 8], d_loss: -354.870544, g_loss: 183.290237, elapsed time: 34.257528 seconds
Training: [657 / 9], d_loss: -352.454163, g_loss: 178.637695, elapsed time: 34.186408 seconds
Training: [657 / 10], d_loss: -280.913391, g_loss: 178.359940, elapsed time: 34.021214 seconds
Training: [657 / 11], d_loss: -289.076355, g_loss: 91.730820, elapsed time: 34.152877 seconds
Training: [657 / 12], d_loss: -295.341980, g_loss: 177.465805, elapsed time: 34.088731 seconds
Training: [657 / 13], d_loss: -294.855530, g_loss: 152.012833, elapsed time: 34.096410 seconds
EPOCH: 658
Training: [658 / 0], d_loss: -291.189148, g_loss: 177.448212, elapsed time: 34.104088 seconds
Training: [658 / 1], d_loss: -355.544556, g_loss: 183.056244, elapsed time: 34.021359 seconds
Training: [658 / 2], d_loss: -345.346832, g_loss: 177.475235, elapsed time: 34.097070 seconds
Training: [658 / 3], d_loss: -347.393829, g_loss: 175.583252, elapsed time: 34.026433 seconds
Training: [658 / 4], d_loss: -348.930786, g_loss: 171.647858, elapsed time: 34.142200 seconds
Training: [658 / 5], d_loss: -233.118408, g_loss: 176.840210, elapsed time: 34.073411 seconds
Training: [658 / 6], d_loss: -97.784973, g_loss: 115.142517, elapsed time: 34.277339 seconds
Training: [658 / 7], d_loss: -271.341187, g_loss: 181.527298, elapsed time: 34.378847 seconds
Training: [658 / 8], d_loss: -348.460938, g_loss: 184.628357, elapsed time: 34.403955 seconds
Training: [658 / 9], d_loss: -354.807373, g_loss: 180.635925, elapsed time: 34.389759 seconds
Training: [658 / 10], d_loss: -351.345673, g_loss: 179.188202, elapsed time: 35.034378 seconds
Training: [658 / 11], d_loss: -328.521301, g_loss: 177.147278, elapsed time: 34.412860 seconds
Training: [658 / 12], d_loss: -133.493912, g_loss: 11.438759, elapsed time: 34.344114 seconds
Training: [658 / 13], d_loss: -259.855835, g_loss: 170.211731, elapsed time: 34.412367 seconds
EPOCH: 659
Training: [659 / 0], d_loss: -354.678436, g_loss: 184.908844, elapsed time: 34.653499 seconds
Training: [659 / 1], d_loss: -357.413635, g_loss: 179.670227, elapsed time: 34.558369 seconds
Training: [659 / 2], d_loss: -185.539734, g_loss: 165.292465, elapsed time: 34.377077 seconds
Training: [659 / 3], d_loss: -275.235535, g_loss: 140.491898, elapsed time: 34.531985 seconds
Training: [659 / 4], d_loss: -271.069641, g_loss: 177.477890, elapsed time: 34.680788 seconds
Training: [659 / 5], d_loss: -342.463013, g_loss: 181.246674, elapsed time: 34.467480 seconds
Training: [659 / 6], d_loss: -356.782013, g_loss: 182.042542, elapsed time: 34.382611 seconds
Training: [659 / 7], d_loss: -348.273254, g_loss: 177.331665, elapsed time: 34.531830 seconds
Training: [659 / 8], d_loss: -151.797485, g_loss: 172.626099, elapsed time: 34.103505 seconds
Training: [659 / 9], d_loss: -301.222107, g_loss: 137.788788, elapsed time: 34.271750 seconds
Training: [659 / 10], d_loss: -246.197174, g_loss: 170.924973, elapsed time: 34.213315 seconds
Training: [659 / 11], d_loss: -354.143066, g_loss: 182.943817, elapsed time: 34.314635 seconds
Training: [659 / 12], d_loss: -246.956451, g_loss: 180.505569, elapsed time: 34.202801 seconds
Training: [659 / 13], d_loss: -246.138153, g_loss: 94.567886, elapsed time: 34.285334 seconds
EPOCH: 660
Training: [660 / 0], d_loss: -46.307899, g_loss: 92.135147, elapsed time: 34.110806 seconds
Training: [660 / 1], d_loss: -149.635208, g_loss: -113.417999, elapsed time: 34.208948 seconds
Training: [660 / 2], d_loss: -260.304443, g_loss: 37.779984, elapsed time: 34.195133 seconds
Training: [660 / 3], d_loss: -327.623138, g_loss: 184.535126, elapsed time: 34.260648 seconds
Training: [660 / 4], d_loss: -359.611755, g_loss: 186.385437, elapsed time: 34.227790 seconds
Training: [660 / 5], d_loss: -357.348724, g_loss: 184.006622, elapsed time: 34.198415 seconds
Training: [660 / 6], d_loss: -352.203552, g_loss: 181.220184, elapsed time: 34.199482 seconds
Training: [660 / 7], d_loss: -130.407349, g_loss: 154.053680, elapsed time: 34.150699 seconds
Training: [660 / 8], d_loss: -349.018860, g_loss: 182.166946, elapsed time: 34.206239 seconds
Training: [660 / 9], d_loss: -353.910370, g_loss: 181.169937, elapsed time: 34.311886 seconds
Training: [660 / 10], d_loss: -350.548584, g_loss: 174.171326, elapsed time: 34.308011 seconds
Training: [660 / 11], d_loss: -105.361153, g_loss: 133.045990, elapsed time: 34.236190 seconds
Training: [660 / 12], d_loss: -162.278336, g_loss: 129.396027, elapsed time: 34.101705 seconds
Training: [660 / 13], d_loss: -186.920166, g_loss: 72.600739, elapsed time: 34.100552 seconds
EPOCH: 661
Training: [661 / 0], d_loss: -288.513428, g_loss: 180.589142, elapsed time: 34.132666 seconds
Training: [661 / 1], d_loss: -355.554077, g_loss: 185.449615, elapsed time: 34.194781 seconds
Training: [661 / 2], d_loss: -353.278503, g_loss: 178.211472, elapsed time: 34.137539 seconds
Training: [661 / 3], d_loss: -348.655212, g_loss: 181.212921, elapsed time: 34.183180 seconds
Training: [661 / 4], d_loss: -342.303741, g_loss: 181.441467, elapsed time: 34.258749 seconds
Training: [661 / 5], d_loss: -345.592163, g_loss: 169.080078, elapsed time: 34.148385 seconds
Training: [661 / 6], d_loss: -67.506012, g_loss: 130.461212, elapsed time: 34.047591 seconds
Training: [661 / 7], d_loss: -152.184708, g_loss: 66.038132, elapsed time: 34.014280 seconds
Training: [661 / 8], d_loss: -288.064392, g_loss: 174.150177, elapsed time: 34.216438 seconds
Training: [661 / 9], d_loss: -285.371490, g_loss: 127.285767, elapsed time: 34.266688 seconds
Training: [661 / 10], d_loss: -281.062256, g_loss: 176.776978, elapsed time: 34.179270 seconds
Training: [661 / 11], d_loss: -352.224304, g_loss: 182.736023, elapsed time: 34.252950 seconds
Training: [661 / 12], d_loss: -349.877747, g_loss: 181.429993, elapsed time: 34.227217 seconds
Training: [661 / 13], d_loss: -348.593353, g_loss: 177.091156, elapsed time: 34.136783 seconds
EPOCH: 662
Training: [662 / 0], d_loss: -245.056854, g_loss: 178.228043, elapsed time: 34.264904 seconds
Training: [662 / 1], d_loss: -110.939644, g_loss: 109.116928, elapsed time: 34.108514 seconds
Training: [662 / 2], d_loss: -336.792786, g_loss: 177.467163, elapsed time: 34.331031 seconds
Training: [662 / 3], d_loss: -343.505554, g_loss: 173.907166, elapsed time: 34.081520 seconds
Training: [662 / 4], d_loss: -342.406982, g_loss: 176.808197, elapsed time: 34.084336 seconds
Training: [662 / 5], d_loss: -344.047241, g_loss: 175.149979, elapsed time: 34.058736 seconds
Training: [662 / 6], d_loss: -259.071594, g_loss: 179.870087, elapsed time: 34.373273 seconds
Training: [662 / 7], d_loss: -196.093567, g_loss: 151.106262, elapsed time: 34.027472 seconds
Training: [662 / 8], d_loss: -221.367340, g_loss: 177.045319, elapsed time: 34.003846 seconds
Training: [662 / 9], d_loss: -336.312714, g_loss: 176.953918, elapsed time: 34.042763 seconds
Training: [662 / 10], d_loss: -356.950714, g_loss: 183.534927, elapsed time: 34.148830 seconds
Training: [662 / 11], d_loss: -345.536743, g_loss: 171.886078, elapsed time: 34.174289 seconds
Training: [662 / 12], d_loss: -37.739029, g_loss: 146.299759, elapsed time: 34.006811 seconds
Training: [662 / 13], d_loss: -232.681244, g_loss: 162.996918, elapsed time: 34.033655 seconds
EPOCH: 663
Training: [663 / 0], d_loss: -324.520416, g_loss: 154.342407, elapsed time: 34.027415 seconds
Training: [663 / 1], d_loss: -136.594070, g_loss: 73.758087, elapsed time: 34.082326 seconds
Training: [663 / 2], d_loss: -354.111725, g_loss: 186.359604, elapsed time: 34.088817 seconds
Training: [663 / 3], d_loss: -351.298401, g_loss: 177.619720, elapsed time: 34.241277 seconds
Training: [663 / 4], d_loss: -158.198303, g_loss: 163.639740, elapsed time: 34.206519 seconds
Training: [663 / 5], d_loss: -337.605286, g_loss: 176.798050, elapsed time: 34.122816 seconds
Training: [663 / 6], d_loss: -346.739502, g_loss: 180.522842, elapsed time: 34.053879 seconds
Training: [663 / 7], d_loss: -343.716797, g_loss: 177.704453, elapsed time: 34.068697 seconds
Training: [663 / 8], d_loss: -336.781494, g_loss: 162.860504, elapsed time: 34.032922 seconds
Training: [663 / 9], d_loss: -184.354828, g_loss: 167.168243, elapsed time: 34.018319 seconds
Training: [663 / 10], d_loss: -90.378311, g_loss: 44.515579, elapsed time: 34.079589 seconds
Training: [663 / 11], d_loss: -312.590912, g_loss: 179.559662, elapsed time: 36.235595 seconds
Training: [663 / 12], d_loss: -161.286575, g_loss: 9.131567, elapsed time: 35.671818 seconds
Training: [663 / 13], d_loss: -244.056473, g_loss: 8.083372, elapsed time: 35.174104 seconds
EPOCH: 664
Training: [664 / 0], d_loss: -353.766418, g_loss: 186.003860, elapsed time: 35.130190 seconds
Training: [664 / 1], d_loss: -361.721893, g_loss: 186.860382, elapsed time: 34.740200 seconds
Training: [664 / 2], d_loss: -345.657715, g_loss: 177.207306, elapsed time: 35.208980 seconds
Training: [664 / 3], d_loss: -348.094147, g_loss: 177.811478, elapsed time: 36.194579 seconds
Training: [664 / 4], d_loss: -73.457123, g_loss: 139.088501, elapsed time: 35.068539 seconds
Training: [664 / 5], d_loss: -147.516052, g_loss: -5.104773, elapsed time: 35.156580 seconds
